IZ,name,year,observed,expected,pm10,jsa,price
S02000714,Drumry West,2009,86,65.12359698,10.39959,7.2,0.92
S02000715,Drumchapel North,2009,76,56.81138984,10.33349,10.85,0.83325
S02000716,Drumry East,2009,96,54.5177841,10.39959,12.7,0.57875
S02000771,Kilmacolm Central,2009,40,59.05642374,8.334112,1.5,2.75
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",2009,65,81.21018665,7.946916775,2.6,1.5
S02000773,Inverkip and Wemyss Bay,2009,48,100.0741014,7.837646176,1.95,1.85
S02000774,Port Glasgow Upper East,2009,102,99.40903403,9.459243,7.35,0.8
S02000775,"Port Glasgow Mid, East and Central",2009,92,105.5209185,9.30021775,8.85,0.75
S02000776,"Port Glasgow Upper, West and Central",2009,89,111.8998412,9.343602667,5.3,0.9175
S02000777,"West Braeside, East Inverkip and West Gourock",2009,57,96.92883534,8.062737077,3.1,1.15
S02000778,Greenock East,2009,115,106.1179768,10.003359,6.75,0.955
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",2009,43,98.47833625,9.1387165,4.1,0.755
S02000780,Greenock Upper Central,2009,75,90.08478307,9.287093,7.85,0.655
S02000781,Greenock Town Centre and East Central,2009,121,132.7819864,12.74648,8.55,0.63
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscraig",2009,114,92.64929351,9.2232345,7.6,0.745
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",2009,100,96.8655428,10.0637,7.5,0.85
S02000784,Greenock West and Central,2009,116,127.6104741,10.76171,3.9,0.985
S02000785,"Gourock Central, Upper East and IRH",2009,70,96.54439911,8.82531,3.7,0.82
S02000786,Gourock Upper and West Central & Upper Larkfield,2009,53,102.0743444,8.399934,3.4,1.09
S02000787,"Gourock East, Greenock West and Lyle Road",2009,68,148.202678,9.163766333,1.8,1.65
S02000923,Stepps,2009,71,115.2765512,10.930648,2.5,1.44
S02000925,Chryston and Muirhead,2009,87,86.87791733,10.5374375,3.9,1.165
S02000926,Moodiesburn West,2009,69,68.08293273,10.9921,6,0.975
S02000927,Moodiesburn East,2009,58,63.87487266,11.61099,2.1,1.145
S02000983,Lochwinnoch,2009,51,60.45868629,8.153154,2.8,1.31
S02000984,Renfrewshire Rural South & Howwood,2009,55,75.6166307,8.15642467,1.8,1.81
S02000985,Paisley Glenburn West,2009,91,95.63567598,9.596598,4.7,0.8125
S02000986,Paisley Glenburn East,2009,47,68.00577231,9.596598,6.4,0.87
S02000987,Paisley Foxbar,2009,97,110.2035751,9.25793,6.65,0.895
S02000988,Johnstone South West,2009,105,104.2026047,9.844686,5.55,0.8
S02000989,Paisley Dykebar,2009,40,70.55064106,9.55512775,2,1.36498
S02000990,Paisley South West,2009,35,103.913009,9.526013,1.8,1.225
S02000991,Paisley South East,2009,133,136.6811722,9.8860375,6.1,1.03995
S02000992,Johnstone South East,2009,80,91.68005361,9.942187,6.65,0.69995
S02000993,Paisley South,2009,49,74.70787735,10.24765,2,1.43
S02000994,Johnstone North West,2009,104,71.68480484,9.789147,6.5,0.82
S02000995,Paisley West,2009,104,109.5104002,9.438614,4.55,0.89995
S02000996,Kilbarchan,2009,39,73.92541304,8.911645,2.65,1.15
S02000997,Paisley East,2009,66,73.71451834,11.00303,6.65,0.805
S02000998,Johnstone North East,2009,82,72.90600058,10.4217785,5.4,0.76
S02000999,Elderslie and Phoenix,2009,64,114.0476396,10.35819333,3.3,1.65
S02001000,Paisley Central,2009,112,132.0436521,11.16671,5.25,0.79
S02001001,Paisley North West,2009,79,68.32117881,10.25133,9.2,1.0272
S02001002,Paisley Ralston,2009,45,116.7786179,10.34532,1.7,1.75
S02001003,Paisley Ferguslie,2009,128,66.06946758,10.5347,10.8,0.825
S02001004,Paisley North East,2009,110,123.8772952,10.841445,4.7,1.098
S02001005,Linwood South,2009,86,91.07043276,10.14678,6.4,0.735
S02001006,Linwood North,2009,86,87.68958446,10.14678,4.4,0.86
S02001007,Paisley Gallowhill and Hillington,2009,159,120.5264166,13.57040667,6.85,0.71
S02001008,Bridge of Weir,2009,38,100.5156223,8.396301,2.5,1.70808
S02001009,Houston South,2009,29,61.80789856,9.080722,1.7,1.8375
S02001010,Paisley North,2009,78,76.86866896,11.727114,6.25,0.9
S02001011,Renfrew South,2009,113,120.4055278,12.16193,3.35,0.84
S02001012,Houston North,2009,21,60.78509281,8.822089,1.95,1.75
S02001013,Renfrew East,2009,58,117.0539777,14.20355,2.15,1.3475
S02001014,Renfrew West,2009,117,115.0995655,11.75861,5.55,1.29248
S02001015,Renfrewshire Rural North and Langbank,2009,54,101.5250267,8.950276193,1.6,1.87498
S02001016,Renfrew North,2009,62,68.7871322,11.374415,5.4,1.325
S02001017,Erskine East and Inchinnan,2009,63,109.6068836,10.442225,1.6,1.58
S02001018,Erskine Central,2009,81,108.0376249,9.7556795,2.7,1.15
S02001019,Erskine West,2009,96,118.5563207,10.17844,2.8,0.9975
S02001020,Bishopton,2009,39,96.83222245,10.022,2,1.425
S02001146,Fernhill and Cathkin,2009,86,73.7024324,10.18676,6.5,1.63748
S02001148,Whitlawburn and Greenlees,2009,58,67.73935712,9.972142,5.3,0.95
S02001149,Vicarland and Cairns,2009,78,95.67861413,9.981192,5.25,0.855
S02001150,Burnside and Springhall,2009,86,107.5102252,10.13479,3.75,1.9275
S02001152,Spittal,2009,63,67.10205899,10.65102,6.05,0.8625
S02001153,Cambuslang Central,2009,52,84.73083576,10.6316,2.5,1.275
S02001154,High Crosshill,2009,38,79.04239723,10.59621,1.7,1.56
S02001156,"Halfway, Hallside and Drumsagard",2009,75,102.9108646,10.31049175,2.7,1.49998
S02001157,Westburn and Newton,2009,70,79.53801062,10.09050625,5.25,1.4
S02001158,Bankhead South,2009,43,70.34297114,10.65102,3.3,0.8725
S02001159,"Burgh, Eastfield and Silverbank",2009,72,126.983376,10.59621,3.2,1.5375
S02001160,Burnhill and Bankhead North,2009,89,78.19910575,11.03507,6.25,0.75
S02001161,Shawfield and Clincarthill,2009,72,84.86558375,11.51338333,5.5,0.75
S02001162,Farme Cross and Gallowflat North,2009,78,73.59525717,11.05735333,3.85,1.0955
S02001184,IZ One,2009,97,89.82566509,11.10894,8.1,0.70059
S02001185,IZ Two,2009,124,102.2293851,10.700305,8.35,0.9
S02001186,IZ Three,2009,146,121.461927,10.95713,7.2,0.77
S02001187,IZ Four,2009,91,111.3731852,10.99652,5.6,0.865
S02001188,IZ Five,2009,123,125.2820229,10.31366,7.9,0.8725
S02001189,IZ Six,2009,57,80.59821802,10.925975,4.3,1.1
S02001190,IZ Seven,2009,71,106.6238489,10.28679,3.4,1.24
S02001191,IZ Eight,2009,104,102.8617971,9.8089215,7.45,0.8175
S02001192,IZ Nine,2009,97,135.2011516,10.9151832,3.8,0.98
S02001193,IZ Ten,2009,75,96.31729401,8.622579,3.6,1.49
S02001194,IZ Eleven,2009,47,90.19361931,9.0532316,3.2,1.15
S02001195,IZ Twelve,2009,89,118.9150485,9.212166667,8.15,1
S02001196,IZ Thirteen,2009,76,99.36372255,10.31852,7.15,0.695
S02001197,IZ Fourteen,2009,71,95.77495498,9.9144405,6.05,0.65
S02001198,IZ Fifteen,2009,87,103.0383228,9.0209498,4.4,0.83
S02001199,IZ Sixteen,2009,83,88.61807403,8.379385227,5.6,1.1
S02001200,IZ Seventeen,2009,72,115.1617102,8.453249125,4.15,0.88
S02001201,IZ Eighteen,2009,61,112.5031394,8.059971243,4.95,0.95
S02000260,Auchinairn,2010,107,106.3148551,12.140395,4.5,1.175
S02000261,Woodhill East,2010,23,50.86722674,11.64651,1.85,1.55
S02000262,Woodhill West,2010,53,104.4657849,11.64651,1.8,1.63875
S02000263,Westerton East,2010,40,90.20685895,12.2868,1.3,2.35
S02000264,Bishopbriggs West and Cadder,2010,60,139.8731,12.04097,2.65,1.675
S02000265,Westerton West,2010,25,63.97093025,11.43972,2,1.57375
S02000266,Kessington East,2010,42,68.95493934,11.12468,1.7,2.7
S02000267,Lenzie South,2010,27,78.59990919,10.953325,1.4,1.7675
S02000268,Bishopbriggs North and Kenmure,2010,77,149.9430307,11.09564286,1.9,1.65888
S02000269,Kessington West,2010,38,94.35224906,11.572005,1.4,2.65
S02000270,Lenzie North,2010,79,137.0708508,11.62390625,2.85,1.675
S02000271,South Castlehill and Thorn,2010,33,99.52350124,11.022735,2.15,2.4225
S02000272,Kilmardinny West,2010,43,101.8971458,11.24428,1.15,3.185
S02000273,Kilmardinny East,2010,25,74.56778269,11.02658,0.6,2.49999
S02000274,Rosebank and Waterside,2010,37,71.88736695,10.70549727,3,1.31
S02000275,Kirkintilloch South,2010,43,69.51869043,11.57708,4.5,1.1175
S02000276,North Castlehill and Thorn,2010,42,108.8932605,10.79822,1.2,1.765
S02000277,Hillhead,2010,87,81.96840247,11.16756,8.1,0.85
S02000278,Torrance and Balmore,2010,31,61.80850308,10.87830987,2.2,2
S02000279,Keystone and Dougalston,2010,74,116.8525017,10.40203054,1.8,1.57505
S02000280,Harestanes,2010,71,82.7117399,10.97375,5.6,0.89999
S02000281,Kirkintilloch West,2010,84,98.54050574,10.94689833,4.5,1.115
S02000282,Barloch,2010,43,87.73127461,9.908446,1.5,2.5
S02000283,Twechar and Harestanes East,2010,37,58.76015357,10.02859757,4.45,0.975
S02000284,East Clober and Mains Estate,2010,54,75.2891284,10.18375767,3.1,1.4825
S02000285,West Clober and Mains Estate,2010,23,63.10882769,9.518053,1,2.175
S02000286,Milton of Campsie,2010,58,91.79980743,9.840736571,3.2,1.2
S02000287,Lennoxtown,2010,81,106.6501088,9.0261198,4.15,1.43993
S02000310,Eaglesham and Waterfoot,2010,62,111.5174037,9.149336224,1.85,1.64
S02000311,Mearnskirk and South Kirkhill,2010,47,160.7867483,9.798405188,1.4,2.745
S02000312,North Kirkhill,2010,24,70.43151664,9.825539333,1.2,1.55
S02000313,"Mearns Village, Westacres and Greenfarm",2010,62,119.1463243,10.64088,2.2,1.925
S02000314,West Neilston and Uplawmoor,2010,71,124.2569267,9.137278,3.35,1.1675
S02000316,Whitecraigs and Broom,2010,23,91.62033692,10.10968,1.1,3.77
S02000317,Clarkston and Sheddens,2010,45,132.6149089,10.73434,1.45,1.975
S02000318,Crookfur and Fruin,2010,66,142.0637775,10.0205182,1.65,2.315
S02000319,Williamwood,2010,35,66.70272792,10.543935,1.45,2.3405
S02000320,Stamperland,2010,33,76.18536988,10.94905,1.8,1.475
S02000321,West Arthurlie and North Neilston,2010,77,131.5477408,9.656905333,3.35,1.36998
S02000322,Auchenback,2010,49,80.73624688,10.27703,7.2,0.9125
S02000323,Lower Whitecraigs and South Giffnock,2010,41,90.86917189,11.29616,1,3.43
S02000324,South Thornliebank and Woodfarm,2010,49,88.50689147,11.315315,3.2,1.55
S02000325,Netherlee,2010,54,122.5935191,10.98995,1.2,2.78615
S02000326,Merrylee and Braidbar,2010,61,129.9161672,11.40182,1.75,2.15
S02000327,North Giffnock and North Thornliebank,2010,79,101.6336646,11.27685,2.3,1.245
S02000328,"Dunterlie, East Arthurlie and Dovecothall",2010,100,129.8845277,10.503285,6.15,0.945
S02000329,Cross Stobbs,2010,44,78.15090195,10.047,2.3,1.43
S02000584,Carmunnock South,2010,80,79.89743857,9.969914,6.7,1.225
S02000585,Glenwood South,2010,143,116.7289343,10.223595,9,0.68
S02000586,Darnley West,2010,65,84.72260588,9.890911,3.65,1.585
S02000587,Darnley East,2010,91,89.11748185,11.61329,7.4,1.05
S02000588,Glenwood North,2010,101,74.79499142,10.67388,9.15,0.8325
S02000589,Castlemilk,2010,126,104.6058578,10.79093,7.7,0.8
S02000590,Darnley North,2010,78,64.35199046,10.992825,4.2,1.19
S02000591,Carmunnock North,2010,44,61.50683904,10.33053,2.45,1.61
S02000592,Carnwadric West,2010,89,92.13700094,10.54329,9.25,0.8
S02000593,Muirend and Old Cathcart,2010,70,111.2242467,11.50566,2.6,1.62325
S02000594,Carnwadric East,2010,51,73.73296229,11.04819,5.4,0.78
S02000595,Kingspark South,2010,53,74.93519439,11.03832,4.25,0.8325
S02000596,Newlands,2010,66,115.8850267,11.32119,3.5,2.15
S02000597,Nitshill,2010,143,111.2583378,10.9195,8.75,0.45
S02000598,Merrylee and Millbrae,2010,48,75.95522387,11.07267,2.3,1.63113
S02000599,Cathcart,2010,63,89.00744613,11.50566,4.6,0.9
S02000600,Kingspark North,2010,49,84.08658917,11.94167,3.7,0.89
S02000601,Crookston South,2010,91,84.71774561,10.7309,8.6,0.66
S02000602,Pollokshaws,2010,96,118.6975021,10.71974,6.2,0.975
S02000603,Mount Florida,2010,58,79.54471223,11.89573,4.4,1.08625
S02000604,Langside,2010,67,69.3581269,11.57977,3.5,1.32
S02000605,Shawlands East,2010,30,56.39033612,11.57977,4.4,1.10005
S02000606,Crookston North,2010,87,73.32908134,12.03484,6.35,0.81
S02000607,Battlefield,2010,91,96.69095619,11.89573,4.4,1.215
S02000608,Pollok South and West,2010,111,122.6024938,10.0835,3.2,1.4
S02000609,Shawlands West,2010,39,64.30745588,11.97297,3.45,1.22867
S02000610,Toryglen and Oatlands,2010,161,136.6903901,12.5205,7.05,1.3
S02000611,Shettleston South,2010,83,88.71097104,11.72847333,3.5,1.25
S02000612,Maxwell Park,2010,78,127.3868983,10.74597,1.85,2.2
S02000613,Carmyle and Mount Vernon South,2010,85,69.49870596,11.91029,4.85,0.72
S02000614,Strathbungo,2010,72,96.29049475,11.97297,5.15,1.21779
S02000615,Govanhill East and Aikenhead,2010,89,87.86506808,12.5205,6.1,0.75
S02000616,Govanhill West,2010,98,109.4975888,12.22966,5.3,0.73
S02000617,Pollok North and East,2010,143,88.15877127,11.11784,9.2,0.8
S02000618,Baillieston East,2010,105,105.1028649,12.023318,3.6,1.8
S02000619,Dalmarnock,2010,110,80.96977989,12.24591,9.35,0.795
S02000620,Braidfauld,2010,123,116.9196871,11.45935333,8.3,0.89996
S02000621,Mosspark,2010,136,129.6246964,11.82402,4.2,1.06
S02000622,Pollokshields East,2010,61,78.93739509,11.93283,3.95,1.2375
S02000623,Mount Vernon North and Sandyhills,2010,37,87.8045176,11.29267,2.2,1.56
S02000624,Pollokshields West,2010,64,90.33663208,11.840615,3.7,1.57
S02000625,Cardonald South and East,2010,80,78.39280596,11.67207,7.6,0.77639
S02000626,Baillieston West,2010,90,89.4609881,11.58802,4.6,0.8425
S02000627,Cardonald West and Central,2010,103,128.4961845,11.27298,3.65,0.94
S02000628,Gorbals and Hutchesontown,2010,162,131.7581414,13.46391,6.4,1.15
S02000629,Parkhead East and Braidfauld North,2010,55,59.47091484,12.39349,7.8,0.67998
S02000630,Tollcross,2010,106,69.54107955,11.5975,8.3,0.7
S02000631,Kingston West and Dumbreck,2010,97,85.79853724,13.872775,5.6,0.9425
S02000632,Shettleston North,2010,128,103.2522065,11.97752,7.3,0.88
S02000633,Parkhead West and Barrowfield,2010,172,105.2986265,12.373355,11.35,0.82995
S02000634,Laurieston and Tradeston,2010,68,68.30091971,13.963235,7.7,1.375
S02000635,"Calton, Galllowgate and Bridgeton",2010,168,122.3292364,13.1557,6.3,1.2275
S02000636,Garrowhill West,2010,41,97.35605712,11.82965,3.1,1.375
S02000637,Cardonald North,2010,107,87.68070216,13.45529,6.6,0.8
S02000638,Craigton,2010,100,88.36484126,13.91834,5.5,0.815
S02000639,Hillington,2010,73,71.30838524,12.0099,4.65,0.775
S02000640,Greenfield,2010,125,125.8417909,11.97752,5.6,0.77
S02000641,Penilee,2010,131,126.7486844,11.24851,6.4,0.83
S02000642,Kinning Park and Festival Park,2010,100,72.47101048,14.83955,4.3,0.975
S02000643,Old Shettleston and Parkhead North,2010,107,74.64428777,11.92003,10.15,1.135
S02000644,Ibrox East and Cessnock,2010,86,61.36215661,14.6194,7.7,0.615
S02000645,Garrowhill East and Swinton,2010,47,84.57985176,12.89028,2,1.37
S02000646,Barlanark,2010,85,91.26819537,11.38274,7.2,0.815
S02000647,Gallowgate North and Bellgrove,2010,68,70.47302089,12.90258,5.8,1.165
S02000648,Carntyne West and Haghill,2010,141,100.0229413,12.6299,9.15,0.6575
S02000649,Ibrox,2010,58,52.3807307,12.71896,8.85,0.655
S02000650,Dennistoun,2010,56,72.52585149,15.5413,4.7,0.99995
S02000651,Anderston,2010,58,66.64354369,16.47406,4.1,1.3
S02000652,North Barlanark and Easterhouse South,2010,91,65.58783578,12.95549,11.4,0.965
S02000653,Easterhouse East,2010,83,62.19589879,12.546105,8,0.5
S02000654,"Cranhill, Lightburn and Queenslie South",2010,174,140.3619376,12.4596,8.25,0.8275
S02000655,City Centre West,2010,53,70.81516866,16.16719,5.05,1.3315
S02000656,Govan and Linthouse,2010,164,110.9197178,12.92016,11.25,0.64498
S02000657,Carntyne,2010,97,97.60664359,12.292235,4.9,0.71
S02000658,City Centre East,2010,139,180.540543,13.70931,3.55,1.50151
S02000659,Dennistoun North and Alexandra Parade,2010,116,132.5634768,15.39236,4.75,1
S02000660,Drumoyne and Shieldhall,2010,213,128.2215326,14.109402,6.35,0.875
S02000661,Finnieston and Kelvinhaugh,2010,63,97.59986608,13.63349,3.15,1.46
S02000662,Central Easterhouse,2010,76,57.14184261,12.76636,11.55,0.5795
S02000663,Craigend and Ruchazie,2010,153,117.5577619,12.8153,10.2,0.55
S02000664,Hillhead,2010,67,102.3045514,13.33514,4.35,1.57
S02000665,Woodlands,2010,76,88.99513069,13.67986,3.4,1.7025
S02000666,"Roystonhill, Blochairn, and Provanmill",2010,139,129.2833218,13.84716,8.15,0.6175
S02000667,Riddrie and Hogganfield,2010,114,127.627842,13.15606,6.1,0.825
S02000668,Glasgow Harbour and  Partick South,2010,52,56.06874408,13.59778,4.2,1.20771
S02000669,Woodside,2010,89,75.38401337,15.7616,4.2,1.165
S02000670,Sighthill,2010,72,61.14752925,15.02511,7.25,0.885
S02000671,Partick,2010,58,74.43833551,13.43374,5.2,1.4
S02000672,Kelvingrove and University,2010,37,83.39402017,12.99042,3.1,2.38
S02000673,Whiteinch,2010,65,61.68744648,13.84158,8.5,0.85
S02000674,"Garthamlock, Auchinlea and Gartloch",2010,97,74.40299794,11.27140143,6.45,1.2
S02000675,Firhill,2010,78,102.9680563,12.74733,5.8,1.38
S02000676,Cowlairs and Port Dundas,2010,74,82.45770954,14.69522,8.25,1.16
S02000677,Partickhill and Hyndland,2010,45,78.86908355,12.49258,1.7,2.145
S02000678,Blackhill and Barmulloch East,2010,89,74.98438733,14.092775,8.1,1.1
S02000679,Broomhill,2010,41,84.65053325,13.17315,2.8,1.86038
S02000680,Petershill,2010,65,85.05992599,13.10284,6.05,0.7975
S02000681,Dowanhill,2010,25,78.40850251,12.76242,2.2,2.45
S02000682,Victoria Park,2010,26,62.1493108,13.17315,1.75,2.5
S02000683,North Kelvin,2010,33,60.48986942,12.9228,3.2,2.42
S02000684,Scotstoun South and West,2010,106,71.77386945,17.73944,7.9,0.775
S02000685,Keppochhill,2010,121,87.56887102,12.74733,9.45,0.82
S02000686,Scotstoun North and East,2010,84,95.71409274,14.8623,3.95,1.38746
S02000687,Barmulloch,2010,70,74.80443158,13.34789,8.9,0.8
S02000688,Ruchill,2010,90,120.0127721,12.17576,4.75,1.3
S02000689,Kelvinside and Jordanhill,2010,71,136.8144725,13.01671,1.55,2.34
S02000690,Kelvindale,2010,54,123.5861621,12.15599,1.9,1.97514
S02000691,Springburn,2010,144,115.2544725,11.83964,7,0.85168
S02000692,Possil Park,2010,145,132.6850642,12.399725,9,0.8625
S02000693,Wyndford,2010,69,95.06342432,12.15599,12.3,0.79248
S02000694,Springburn East and Cowlairs,2010,69,92.63345569,12.38739,7.65,0.73
S02000695,Robroyston and Millerston,2010,37,113.4484987,12.1291875,1.95,2.21
S02000696,Yoker South,2010,60,73.27016468,12.24474,7.55,0.8995
S02000697,Balornock,2010,93,86.96302085,11.828875,7.3,0.9
S02000698,Knightswood Park East,2010,81,85.21353247,13.62365,8,1.4025
S02000699,Knightswood East,2010,87,93.43662596,13.019415,7.8,1.21
S02000700,Maryhill West,2010,55,47.60874762,11.82642,9.7,0.9
S02000701,Milton West,2010,105,88.42672936,11.7584,8.2,0.75094
S02000702,Anniesland East,2010,61,86.3451217,11.94961,2.8,1.5
S02000703,Knightswood West,2010,70,62.69622386,11.58192,5.1,1.01
S02000704,Maryhill East,2010,104,71.22510662,11.27826,8.1,0.86975
S02000705,Anniesland West,2010,148,139.8972358,12.565085,3.75,1.15
S02000706,Knightswood Park West,2010,103,93.10658599,12.30151,6.5,1.09
S02000707,Yoker North,2010,110,86.93680559,11.58192,5.35,1.2125
S02000708,Milton East,2010,85,78.14446799,11.8123,8.7,0.75
S02000709,Blairdardie East,2010,129,127.7753555,11.43972,5.9,1.01
S02000710,Summerston North,2010,80,89.52005117,11.36547,4,0.855
S02000711,Blairdardie West,2010,55,66.95033374,12.20372,3.4,1.55
S02000712,Drumchapel South,2010,88,74.59070999,11.5953,10.1,0.66
S02000713,Summerston Central and West,2010,85,74.4335074,11.12978667,5.5,2.09995
S02000714,Drumry West,2010,96,68.83667246,11.18298,7.3,0.78
S02000715,Drumchapel North,2010,88,59.71375594,11.10952,12.4,0.9
S02000716,Drumry East,2010,93,58.81216686,11.18298,13.75,0.67
S02000771,Kilmacolm Central,2010,28,63.22576011,9.101016,1.25,1.7
S02000772,"Kilmacolm, Quarriers, Greenock Upper East/Central",2010,65,87.78957034,8.467460667,1.9,2.5
S02000773,Inverkip and Wemyss Bay,2010,55,107.456619,8.739586588,1.7,1.95
S02000774,Port Glasgow Upper East,2010,88,107.349948,9.490996,6.2,0.71
S02000775,"Port Glasgow Mid, East and Central",2010,120,111.1170038,9.70867175,7.2,0.228
S02000776,"Port Glasgow Upper, West and Central",2010,89,120.4322408,9.568660333,4.3,0.95
S02000777,"West Braeside, East Inverkip and West Gourock",2010,59,104.7034319,8.946083,2.4,1.35
S02000778,Greenock East,2010,130,111.7906656,9.6793705,5.95,0.735
S02000779,"Bow Farm, Barrs Cottage, Cowdenknowes and Overton",2010,63,102.2115435,9.5128465,3.7,0.9
S02000780,Greenock Upper Central,2010,85,96.85186879,9.76872,7.7,0.61
S02000781,Greenock Town Centre and East Central,2010,157,145.6861722,10.60293,7.15,0.705
S02000782,"Braeside, Branchton, Lower Larkfield and Ravenscraig",2010,95,98.48515442,9.5388625,6.85,0.7
S02000783,"Lower Bow & Larkfield, Fancy Farm, Mallard Bowl",2010,100,103.961558,9.221979,5.95,0.72222
S02000784,Greenock West and Central,2010,98,138.041683,11.0724,3.3,1.0375
S02000785,"Gourock Central, Upper East and IRH",2010,54,103.2846599,9.217206,3.3,0.85
S02000786,Gourock Upper and West Central & Upper Larkfield,2010,71,109.0178401,9.06061,3.15,1.07
S02000787,"Gourock East, Greenock West and Lyle Road",2010,98,160.4655741,9.443821,1.8,1.815
S02000923,Stepps,2010,63,125.7199124,11.599406,2.5,1.38
S02000925,Chryston and Muirhead,2010,52,91.08650424,11.29799667,3.6,1.19475
S02000926,Moodiesburn West,2010,52,72.53779271,11.93868,6.2,0.85
S02000927,Moodiesburn East,2010,35,69.541143,12.59468,2.2,1.21
S02000983,Lochwinnoch,2010,47,64.42854438,8.841482,2.85,1.45
S02000984,Renfrewshire Rural South & Howwood,2010,64,81.94717717,8.811809209,1.9,2.30995
S02000985,Paisley Glenburn West,2010,72,102.6211977,10.33976,5.5,0.9
S02000986,Paisley Glenburn East,2010,68,72.03082064,10.33976,5.95,0.93498
S02000987,Paisley Foxbar,2010,100,117.7655955,9.968052,7,0.765
S02000988,Johnstone South West,2010,99,109.7848853,10.4625,6,0.725
S02000989,Paisley Dykebar,2010,44,76.11750686,10.325855,1.9,1.41
S02000990,Paisley South West,2010,47,113.372731,10.2654165,2.1,1.44
S02000991,Paisley South East,2010,106,146.8440462,10.676715,6,0.85
S02000992,Johnstone South East,2010,68,100.2714717,10.80809,6.5,0.73625
S02000993,Paisley South,2010,33,80.12885461,11.03701,2,1.56
S02000994,Johnstone North West,2010,71,75.68685185,10.50015,7.2,1.0375
S02000995,Paisley West,2010,95,119.791311,10.19894,4.95,1.2
S02000996,Kilbarchan,2010,47,78.88908052,9.574692,2.6,1.19
S02000997,Paisley East,2010,74,80.92016238,11.792885,6.85,0.9
S02000998,Johnstone North East,2010,69,77.3248455,11.19508,5.5,0.7215
S02000999,Elderslie and Phoenix,2010,68,123.0592112,11.18540333,2.95,1.345
S02001000,Paisley Central,2010,122,139.4584907,11.98518,5.8,0.7
S02001001,Paisley North West,2010,86,72.94992328,11.11061,10.45,0.4
S02001002,Paisley Ralston,2010,54,128.360017,11.21665,1.8,1.807
S02001003,Paisley Ferguslie,2010,84,67.50014005,11.29819,12.1,0.73998
S02001004,Paisley North East,2010,109,133.4066445,11.703695,5,0.93
S02001005,Linwood South,2010,65,96.85154694,10.87549,6.95,0.66
S02001006,Linwood North,2010,66,95.13600644,10.87549,3.85,0.8425
S02001007,Paisley Gallowhill and Hillington,2010,125,127.3704906,14.28219333,7.5,0.675
S02001008,Bridge of Weir,2010,47,107.8026392,9.034354667,2.4,2.11
S02001009,Houston South,2010,24,66.41699504,10.15151,1.3,1.64
S02001010,Paisley North,2010,80,81.9649524,12.4828,6.8,0.705
S02001011,Renfrew South,2010,108,130.0908701,13.09542,3.2,0.92
S02001012,Houston North,2010,34,65.0267049,9.7153435,2.2,2.1375
S02001013,Renfrew East,2010,56,125.703146,15.47206,1.95,1.0725
S02001014,Renfrew West,2010,103,124.8298393,13.02557,5.55,1.25
S02001015,Renfrewshire Rural North and Langbank,2010,61,109.5271753,9.628220734,1.4,2.35
S02001016,Renfrew North,2010,70,77.15380972,12.56091,5.7,1.35
S02001017,Erskine East and Inchinnan,2010,47,117.6664011,11.776355,1.5,1.675
S02001018,Erskine Central,2010,85,119.5320845,10.861375,2.15,1.12
S02001019,Erskine West,2010,88,126.3642774,10.93329,2.9,1.1
S02001020,Bishopton,2010,55,105.7626415,11.37828,1.8,1.55
S02001146,Fernhill and Cathkin,2010,76,79.16361419,10.60419,7.4,0.785
S02001148,Whitlawburn and Greenlees,2010,53,73.80667229,10.55361,7,1.36
S02001149,Vicarland and Cairns,2010,76,103.5544204,10.35606,5.8,0.88
S02001150,Burnside and Springhall,2010,91,114.9819501,10.57759,4.4,1.6
S02001152,Spittal,2010,65,71.12927963,11.0972,6.75,1.15
S02001153,Cambuslang Central,2010,50,91.91770453,11.13562,2.9,2.02555
S02001154,High Crosshill,2010,43,85.90304305,11.06191,1.8,1.58
S02001156,"Halfway, Hallside and Drumsagard",2010,78,111.8006736,10.7922445,2.9,1.64998
S02001157,Westburn and Newton,2010,78,85.52535488,10.496737,6.3,1.345
S02001158,Bankhead South,2010,38,77.18111131,11.0972,3.6,0.8925
S02001159,"Burgh, Eastfield and Silverbank",2010,67,138.6444764,11.06191,2.8,1.245
S02001160,Burnhill and Bankhead North,2010,95,84.7567941,11.49212,6.6,0.75
S02001161,Shawfield and Clincarthill,2010,85,91.18461715,11.98196667,6.2,0.92
S02001162,Farme Cross and Gallowflat North,2010,81,80.82635163,11.57245,4.85,1.085
S02001184,IZ One,2010,87,94.87957636,12.07848,7.55,0.855
S02001185,IZ Two,2010,102,109.1889908,11.54115,8.6,1.11748
S02001186,IZ Three,2010,106,128.723019,11.91621,7.25,0.9103
S02001187,IZ Four,2010,88,118.3184333,11.90426,5.5,0.9
S02001188,IZ Five,2010,109,132.4843284,11.149405,7.4,0.84995
S02001189,IZ Six,2010,60,87.32155861,11.848885,3.8,1.095
S02001190,IZ Seven,2010,78,114.7419305,11.02158,3,1.075
S02001191,IZ Eight,2010,112,106.1400622,10.653245,7.55,0.9
S02001192,IZ Nine,2010,87,147.6412376,10.698552,3.45,0.96175
S02001193,IZ Ten,2010,89,106.1258275,9.318792045,3.25,1.15
